Index,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,ArticleÿInfluence Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,HORM CANCER-US,1868-8497,363,"2,154",,0.067,30,3.5,0.00183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,HORM METAB RES,0018-5043,3994,"2,121","1,994",0.503,149,7.4,0.00697,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,DIABETES TECHNOL THE,1520-9156,2490,"2,106","2,118",0.492,124,4.3,0.00742,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,J BIOL REG HOMEOS AG,0393-974X,828,"2,040","1,842",0.164,67,3.5,0.00220,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,VITAM HORM,0083-6729,1470,"2,039","2,395",0.438,48,6.7,0.00295,0.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,J CLIN DENSITOM,1094-6950,1310,"2,027","1,848",0.806,62,6.1,0.00289,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,AGING MALE,1368-5538,560,"2,000","1,928",0.214,42,4.9,0.00136,0.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,CAN J DIABETES,1499-2671,642,"2,000","1,700",0.574,68,2.4,0.00150,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,ENDOCR J,0918-8959,3226,"1,997","2,192",0.383,141,6.2,0.00641,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,INT J ENDOCRINOL,1687-8337,970,"1,948","2,043",0.296,223,2.1,0.00392,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,J DIABETES,1753-0393,534,"1,932","2,381",0.710,62,3.3,0.00220,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,NEUROIMMUNOMODULAT,1021-7401,1302,"1,882","2,274",0.786,42,6.6,0.00238,0.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,REGUL PEPTIDES,0167-0115,4033,"1,833","1,875",0.558,43,9.5,0.00466,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,J DIABETES INVEST,2040-1116,502,"1,825","1,756",0.237,93,2.6,0.00182,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,DIABETES EDUCATOR,0145-7217,1731,"1,792","2,426",0.238,63,7.0,0.00361,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ARCH PHYSIOL BIOCHEM,1381-3455,768,"1,763",,0.103,29,6.5,0.00124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ENDOCR PATHOL,1046-3976,809,"1,757","1,702",0.464,56,7.2,0.00129,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,BIOL TRACE ELEM RES,0163-4984,5263,"1,748","1,699",0.416,281,5.4,0.00827,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,BMC ENDOCR DISORD,1472-6823,473,"1,710","2,187",0.292,96,4.1,0.00165,0.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,HORM RES PAEDIAT,1663-2818,845,"1,573","1,595",0.217,115,3.2,0.00404,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,EXP CLIN ENDOCR DIAB,0947-7349,2221,"1,555","1,504",0.206,97,7.6,0.00358,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,J CLIN RES PEDIATR E,1308-5727,338,"1,538",,0.062,48,3.0,0.00140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ISLETS,1938-2014,452,"1,487","1,870",0.222,18,4.1,0.00244,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,MINERVA ENDOCRINOL,0391-1977,329,"1,464","1,166",0.000,31,5.4,0.00078,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,J ENDOCRINOL INVEST,1720-8386,3944,"1,448","1,684",0.367,139,8.2,0.00613,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,GROWTH HORM IGF RES,1096-6374,1312,"1,407","1,836",0.261,46,7.3,0.00237,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,GYNECOL ENDOCRINOL,0951-3590,2359,"1,333","1,372",0.307,215,5.1,0.00528,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PRIM CARE DIABETES,1751-9918,326,"1,325",,0.383,47,3.8,0.00131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ENDOCR RES,0743-5800,590,"1,278","1,302",0.273,33,>10.0,0.00063,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,HORM-INT J ENDOCRINO,1109-3099,630,"1,198","1,853",0.098,61,4.9,0.00181,0.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,OBES RES CLIN PRACT,1871-403X,277,"1,177","1,049",0.279,68,3.1,0.00091,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,J PEDIATR ENDOCR MET,0334-018X,2155,0.995,0.917,0.242,198,7.8,0.00358,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,ENDOKRYNOL POL,0423-104X,506,0.993,"1,019",0.186,70,3.9,0.00121,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ANN ENDOCRINOL-PARIS,0003-4266,529,0.871,0.795,0.149,47,6.0,0.00118,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ARQ BRAS ENDOCRINOL,0004-2730,1194,0.844,"1,108",0.071,126,5.8,0.00239,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,NEUROENDOCRINOL LETT,0172-780X,1786,0.799,"1,004",0.082,110,6.4,0.00291,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,MAGNESIUM RES,0953-1424,537,0.766,"1,569",0.143,14,7.7,0.00079,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,DIABETES STOFFWECH H,1861-7603,74,0.447,0.199,0.154,26,,0.00004,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,INT J DIABETES DEV C,0973-3930,182,0.343,0.643,0.057,35,5.5,0.00041,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,DIABETOL STOFFWECHS,1861-9002,50,0.333,0.242,0.042,24,,0.00014,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,TRACE ELEM ELECTROLY,0946-2104,215,0.299,0.351,0.067,30,>10.0,0.00014,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,NUTR CLIN METAB,0985-0562,68,0.292,0.303,0.047,43,,0.00008,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ACTA ENDOCRINOL-BUCH,1841-0987,105,0.268,0.240,0.074,68,3.7,0.00011,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,DIABETOLOGE,1860-9716,36,0.171,0.127,0.016,61,,0.00005,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENERGY & FUELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abbreviated Journal Title,ISSN,2014,Impact,5-Year,Immediacy,2014,Cited,Eigenfactor©,ArticleÿInfluence©,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Cites,Factor,Impact,Index,Articles,Half-life,Score,Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ENERG ENVIRON SCI,1754-5692,36159,"20,523","19,198","6,110",363,2.9,0.12645,"4,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PROG ENERG COMBUST,0360-1285,6443,"19,220","21,043","2,059",17,7.3,0.01177,"6,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ADV ENERGY MATER,1614-6832,10129,"16,146","16,581","3,266",312,2.4,0.03751,"4,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PROG PHOTOVOLTAICS,1062-7995,7188,"7,584","7,624","3,116",129,4.1,0.01685,"2,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,J MATER CHEM A,2050-7488,18266,"7,443","7,449","1,590",2499,1.4,0.04432,"1,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,J POWER SOURCES,0378-7753,83937,"6,217","6,227","1,744",2139,5.6,0.11630,"1,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,BIOTECHNOL BIOFUELS,1754-6834,3026,"6,044","6,959",0.724,174,2.6,0.01204,"1,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,RENEW SUST ENERG REV,1364-0321,21901,"5,901","7,445","1,176",835,3.7,0.05856,"1,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,APPL ENERG,0306-2619,23996,"5,613","6,330","1,643",1260,3.1,0.05761,"1,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SOL ENERG MAT SOL C,0927-0248,25351,"5,337","5,755","1,042",524,5.6,0.04651,"1,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GCB BIOENERGY,1757-1693,1386,"4,882","5,473","1,288",66,2.9,0.00567,"1,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ENERGY,0360-5442,24923,"4,844","5,153",0.819,1260,3.9,0.04667,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BIORESOURCE TECHNOL,0960-8524,65083,"4,494","5,330",0.822,1491,4.6,0.12645,"1,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ENERG CONVERS MANAGE,0196-8904,20440,"4,380","4,512","1,262",989,5.8,0.02460,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BIOFUEL BIOPROD BIOR,1932-104X,1916,"4,214","5,482",0.727,55,4.9,0.00510,"1,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,INT J GREENH GAS CON,1750-5836,5416,"3,946","4,727",0.504,256,3.5,0.01709,"1,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,IEEE T SUSTAIN ENERG,1949-3029,1329,"3,656","4,379",0.371,151,2.6,0.00666,"1,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,BIOENERG RES,1939-1234,1577,"3,541","3,987",0.601,143,2.9,0.00526,"1,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,FUEL,0016-2361,28939,"3,520","4,091",0.815,1183,6.4,0.04512,0.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RENEW ENERG,0960-1481,16421,"3,476","3,982",0.954,675,5.0,0.03290,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,SOL ENERGY,0038-092X,16656,"3,469","4,452",0.542,491,8.0,0.02043,0.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BIOMASS BIOENERG,0961-9534,15391,"3,394","4,273",0.414,415,5.8,0.03023,"1,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,INT J COAL GEOL,0166-5162,5321,"3,381","3,726",0.697,155,6.4,0.00829,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,FUEL PROCESS TECHNOL,0378-3820,11150,"3,352","4,031",0.680,375,5.7,0.02040,0.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,INT J HYDROGEN ENERG,0360-3199,44859,"3,313","3,659",0.539,2331,4.3,0.08226,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,IEEE J PHOTOVOLT,2156-3381,1373,"3,165","3,170","1,190",237,1.7,0.00500,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,COMBUST FLAME,0010-2180,12685,"3,082","3,557",0.679,274,9.2,0.01833,0.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,WIND ENERGY,1095-4244,2354,"3,069","3,850",0.849,119,5.6,0.00444,0.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,GEOTHERMICS,0375-6505,1825,"2,949","3,479","1,208",96,9.1,0.00200,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ENERG BUILDINGS,0378-7788,13417,"2,884","3,617",0.400,863,5.0,0.02017,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ENERGY TECHNOL-GER,2194-4288,283,"2,824","2,824",0.371,116,1.4,0.00097,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ENERG FUEL,0887-0624,25310,"2,790","3,282",0.460,846,5.8,0.04614,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,APPL THERM ENG,1359-4311,14791,"2,739","3,034",0.527,876,5.4,0.02711,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ENERG POLICY,0301-4215,22983,"2,575","3,394",0.685,629,4.9,0.05592,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,INT J ENERG RES,0363-907X,3857,"2,418","2,664",0.509,173,6.4,0.00525,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,J NAT GAS CHEM,1003-9953,1302,"2,398","2,142",,0,4.8,0.00282,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,J ENERGY CHEM,2095-4956,314,"2,352","2,352",0.241,108,1.5,0.00081,0.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,IEEE T ENERGY CONVER,0885-8969,6539,"2,326","3,392",0.240,104,8.1,0.01055,"1,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P COMBUST INST,1540-7489,7564,"2,262","2,622",,0,7.6,0.01905,"1,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,J NAT GAS SCI ENG,1875-5100,577,"2,157","2,048",0.377,284,2.3,0.00159,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,GREENH GASES,2152-3878,290,"2,147","2,674",0.604,53,2.6,0.00123,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,FUEL CELLS,1615-6846,3037,"2,080","2,624",0.240,121,5.9,0.00542,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ENERGIES,1996-1073,2397,"2,072","2,436",0.288,417,2.7,0.00846,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CHEM ENG PROCESS,0255-2701,4674,"2,071","2,339",0.262,145,6.8,0.00732,0.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ENERGY SUSTAIN DEV,0973-0826,1178,"1,993","2,746",0.341,91,4.6,0.00322,0.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,IET RENEW POWER GEN,1752-1416,1116,"1,904","3,409",0.165,91,4.6,0.00411,"1,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,J ENERG RESOUR-ASME,0195-0738,1124,"1,886","1,688",0.207,82,9.6,0.00083,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ENERG J,0195-6574,1772,"1,772","2,338",0.913,23,8.6,0.00457,"1,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,J SOL ENERG-T ASME,0199-6231,2477,"1,614","1,934",0.212,104,9.5,0.00270,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PETROL EXPLOR DEV+,1000-0747,1007,"1,592",,0.228,101,4.6,0.00183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,INT J PHOTOENERGY,1110-662X,1743,"1,563","1,720",0.247,316,2.8,0.00393,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,J PETROL SCI ENG,0920-4105,3769,"1,416","1,624",0.206,267,7.8,0.00711,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,J ENERG ENG,0733-9402,318,"1,343","1,288",0.156,45,6.0,0.00043,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,CHEM PHYS CARBON,0069-3138,256,"1,333","1,667",,0,>10.0,0.00002,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,COMBUST THEOR MODEL,1364-7830,858,"1,280","1,429",0.310,29,7.6,0.00192,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,WIRES ENERGY ENVIRON,2041-8396,109,"1,225","1,225",0.595,37,1.5,0.00019,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,INT J GREEN ENERGY,1543-5075,796,"1,215","1,764",0.479,73,4.6,0.00111,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ENERG EFFIC,1570-646X,364,"1,060","1,485",0.234,64,4.4,0.00117,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,COMBUST SCI TECHNOL,0010-2202,3135,0.991,"1,068",0.119,134,>10.0,0.00286,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,SPE RESERV EVAL ENG,1094-6470,1213,0.990,"1,258",0.125,48,7.8,0.00367,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,J RENEW SUSTAIN ENER,1941-7012,886,0.904,"1,149",0.292,250,2.5,0.00280,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,UTIL POLICY,0957-1787,450,0.892,"1,224",0.333,54,6.6,0.00110,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,INT J EXERGY,1742-8297,362,0.879,0.865,0.059,51,4.8,0.00060,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,J FUEL CELL SCI TECH,1550-624X,735,0.858,0.994,0.129,62,4.9,0.00167,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ENERG EXPLOR EXPLOIT,0144-5987,295,0.778,0.846,0.037,54,4.7,0.00059,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,OIL SHALE,0208-189X,322,0.762,0.680,0.207,29,7.6,0.00042,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,OIL GAS SCI TECHNOL,1294-4475,1147,0.750,"1,477",0.150,80,7.6,0.00233,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,J CAN PETROL TECHNOL,0021-9487,1256,0.744,0.947,0.120,25,>10.0,0.00250,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PETROL SCI,1672-5107,357,0.721,0.813,0.109,64,4.3,0.00123,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ENERG SOURCE PART B,1556-7249,292,0.708,0.845,0.458,48,4.6,0.00082,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,J JPN PETROL INST,1346-8804,335,0.677,0.629,0.091,33,6.3,0.00056,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,J BIOBASED MATER BIO,1556-6560,503,0.653,0.909,0.062,80,5.0,0.00130,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,J ENERGY INST,1743-9671,175,0.615,0.524,0.089,45,5.7,0.00032,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,COMBUST EXPLO SHOCK+,0010-5082,1288,0.572,0.670,0.126,103,>10.0,0.00111,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,INT J COAL PREP UTIL,1939-2699,98,0.562,0.687,0.069,29,,0.00035,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P I CIVIL ENG-ENERGY,1751-4223,93,0.526,,"1,111",18,,0.00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,INT J OIL GAS COAL T,1753-3309,97,0.508,0.603,0.069,58,,0.00026,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,INT J VENT,1473-3315,151,0.508,0.378,0.094,32,6.8,0.00027,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PETROL CHEM+,0965-5441,421,0.420,0.479,0.030,99,5.5,0.00087,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ENERG SOURCE PART A,1556-7036,1015,0.386,0.576,0.105,294,5.1,0.00220,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PETROL SCI TECHNOL,1091-6466,1007,0.307,0.407,0.082,352,6.1,0.00172,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CHINA PET PROCESS PE,1008-6234,65,0.277,0.209,0.050,60,,0.00017,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,OIL GAS-EUR MAG,0342-5622,78,0.254,0.255,0.000,38,,0.00013,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,J ENERGY SOUTH AFR,1021-447X,75,0.222,0.298,0.033,30,,0.00013,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,SOLID FUEL CHEM+,0361-5219,181,0.198,0.196,0.052,58,6.9,0.00013,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,CHEM TECH FUELS OIL+,0009-3092,209,0.133,0.123,0.055,73,>10.0,0.00019,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CT F-CIENC TECN FUT,0122-5383,32,0.121,0.185,0.000,8,,0.00007,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,OIL GAS J,0030-1388,873,0.074,,0.011,560,>10.0,0.00139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,POWER,0032-5929,139,0.048,0.076,0.008,133,>10.0,0.00025,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ÿENGINEERING, AEROSPACE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abbreviated Journal Title,ISSN,2014,Impact,5-Year,Immediacy,2014,Cited,Eigenfactor©,ArticleÿInfluence©,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Cites,Factor,Impact,Index,Articles,Half-life,Score,Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PROG AEROSP SCI,0376-0421,1702,"2,540","3,689",0.828,29,>10.0,0.00298,"1,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,IEEE T AERO ELEC SYS,0018-9251,7070,"1,757","2,053",0.098,246,>10.0,0.01025,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,J GUID CONTROL DYNAM,0731-5090,5814,"1,291","1,557",0.208,207,>10.0,0.00766,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AIAA J,0001-1452,12214,"1,207","1,372",0.217,249,>10.0,0.01334,0.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ACTA ASTRONAUT,0094-5765,3470,"1,122","1,117",0.306,470,5.7,0.00751,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CHINESE J AERONAUT,1000-9361,908,"1,070","1,105",0.103,175,4.1,0.00248,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,J AEROS COMP INF COM,1940-3151,140,"1,000",0.652,,0,6.7,0.00036,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,IEEE AERO EL SYS MAG,0885-8985,661,0.963,0.751,0.102,49,8.3,0.00147,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AEROSP SCI TECHNOL,1270-9638,1405,0.940,"1,130",0.153,177,6.9,0.00333,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MICROGRAVITY SCI TEC,0938-0108,459,0.910,0.852,0.094,53,5.7,0.00134,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,J PROPUL POWER,0748-4658,3251,0.873,"1,100",0.202,183,9.7,0.00456,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,J AEROSPACE ENG,0893-1321,660,0.839,0.986,0.202,109,6.7,0.00158,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,J AM HELICOPTER SOC,0002-8711,615,0.796,0.821,0.229,35,>10.0,0.00113,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESA BULL-EUR SPACE,0376-4265,508,0.795,0.716,0.095,21,>10.0,0.00064,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,INT J SATELL COMM N,1542-0973,224,0.744,0.835,0.406,32,7.1,0.00047,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P I MECH ENG G-J AER,0954-4100,716,0.678,0.661,0.105,209,5.5,0.00200,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,NAVIGATION-US,0028-1522,178,0.562,,0.000,24,8.4,0.00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,J AIRCRAFT,0021-8669,3360,0.556,0.763,0.138,188,>10.0,0.00508,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,J SPACECRAFT ROCKETS,0022-4650,2271,0.533,0.820,0.167,174,>10.0,0.00255,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,COSMIC RES+,0010-9525,355,0.510,0.358,0.093,54,>10.0,0.00070,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INT J AERONAUT SPACE,2093-274X,105,0.494,,0.152,33,3.2,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,INT J MICRO AIR VEH,1756-8293,72,0.486,0.857,0.000,17,,0.00043,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,INT J AEROSPACE ENG,1687-5966,59,0.481,,0.000,23,,0.00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AERONAUT J,0001-9240,550,0.405,0.479,0.059,68,9.6,0.00106,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,INT J AEROACOUST,1475-472X,209,0.403,0.741,0.037,27,5.9,0.00102,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AIRCR ENG AEROSP TEC,1748-8842,251,0.352,0.479,0.136,66,6.9,0.00048,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,T JPN SOC AERONAUT S,0549-3811,156,0.337,0.312,0.048,42,7.2,0.00038,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,INT J TURBO JET ENG,0334-0082,103,0.317,0.328,0.000,33,6.9,0.00010,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,J AEROSP INFORM SYST,1940-3151,15,0.213,0.213,0.051,59,,0.00003,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,AEROSPACE AM,0740-722X,65,0.023,0.034,0.011,93,,0.00032,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ENGINEERING, BIOMEDICAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abbreviated Journal Title,ISSN,2014,Impact,5-Year,Immediacy,2014,Cited,Eigenfactor©,ArticleÿInfluence©,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Cites,Factor,Impact,Index,Articles,Half-life,Score,Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
